Año,Mes,Municipio,Departamento,Presunto Responsable,Total de Víctimas del Caso,Latitud,Longitud
2000,02,SIMITI,BOLIVAR,GRUPO PARAMILITAR,1,7.851315534,-73.98371609
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,SAN JACINTO,BOLIVAR,GUERRILLA,1,9.835362011,-75.10609201
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,YOTOCO,VALLE DEL CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,3.904130354,-76.39080435
2000,02,PARATEBUENO,CUNDINAMARCA,GRUPO PARAMILITAR,1,4.368158959,-73.2416614
2000,02,PLATO,MAGDALENA,GUERRILLA,2,9.76945611,-74.60181576
2000,02,RECETOR,CASANARE,GUERRILLA,1,5.263068507,-72.77081831
2000,02,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
2000,02,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,02,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,02,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,02,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,02,SAN JOSE DEL GUAVIARE,GUAVIARE,GRUPO ARMADO NO IDENTIFICADO,1,2.484286091,-71.91916993
2000,02,ARENAL,BOLIVAR,GUERRILLA,1,8.362996158,-74.10301905
2000,02,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,CALDAS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.054446841,-75.62642674
2000,02,ACANDI,CHOCO,GUERRILLA,1,8.383938499,-77.26560256
2000,02,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,02,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,02,MEDELLIN,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.257590259,-75.61103107
2000,02,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,02,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,02,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,02,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,02,LA PLATA,HUILA,GRUPO ARMADO NO IDENTIFICADO,1,2.328076586,-76.00117299
2000,02,TAMALAMEQUE,CESAR,GRUPO ARMADO NO IDENTIFICADO,1,8.902075012,-73.7633962
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GRUPO ARMADO NO IDENTIFICADO,1,4.316107698,-74.1810727
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2000,02,GRANADA,ANTIOQUIA,GUERRILLA,1,6.123380721,-75.12763646
2000,02,FREDONIA,ANTIOQUIA,GUERRILLA,1,5.887702934,-75.67926242
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,02,SAN JUAN NEPOMUCENO,BOLIVAR,GUERRILLA,1,9.967957823,-75.06571959
2000,02,SAN LUIS,ANTIOQUIA,GUERRILLA,1,6.024205956,-75.0076674
2000,02,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,02,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,02,NARIÑO,ANTIOQUIA,GUERRILLA,1,5.581275312,-75.19457019
2000,02,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,02,SILVANIA,CUNDINAMARCA,GUERRILLA,1,4.436967141,-74.37050903
2000,02,ANSERMA,CALDAS,GUERRILLA,1,5.20029922,-75.75289078
2000,02,RICAURTE,NARIÑO,GRUPO ARMADO NO IDENTIFICADO,1,1.147671848,-78.05811118
2000,02,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,02,GUAYABETAL,CUNDINAMARCA,GUERRILLA,1,4.231875945,-73.83543981
2000,02,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2000,02,JUNIN,CUNDINAMARCA,GUERRILLA,1,4.705170789,-73.69247873
2000,02,CARTAGENA DE INDIAS,BOLIVAR,GUERRILLA,1,10.46343362,-75.45889915
2000,02,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,02,SAN JACINTO,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,9.835362011,-75.10609201
2000,02,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2000,02,ARBELAEZ,CUNDINAMARCA,GUERRILLA,1,4.232786985,-74.39576291
2000,02,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,1,4.323534028,-74.38859114
2000,02,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,1,4.323534028,-74.38859114
2000,02,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,1,4.323534028,-74.38859114
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,PAMPLONA,NORTE DE SANTANDER,GUERRILLA,1,7.379057623,-72.67590348
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,SARDINATA,NORTE DE SANTANDER,GUERRILLA,1,8.215080767,-72.79580961
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,TAME,ARAUCA,GUERRILLA,1,6.390650479,-71.79178647
2000,02,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,SOLITA,CAQUETA,GRUPO ARMADO NO IDENTIFICADO,1,0.943939454,-75.64668544
2000,02,FOMEQUE,CUNDINAMARCA,GUERRILLA,1,4.528568462,-73.79705267
2000,02,YOPAL,CASANARE,GUERRILLA,1,5.242744761,-72.25802857
2000,02,SARDINATA,NORTE DE SANTANDER,GUERRILLA,1,8.215080767,-72.79580961
2000,02,CALDAS,ANTIOQUIA,GUERRILLA,1,6.054446841,-75.62642674
2000,02,EL CASTILLO,META,GRUPO ARMADO NO IDENTIFICADO,1,3.60282633,-73.89445238
2000,02,SAN ONOFRE,SUCRE,GUERRILLA,1,9.814599536,-75.50522919
2000,02,FOMEQUE,CUNDINAMARCA,GUERRILLA,1,4.528568462,-73.79705267
2000,02,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2000,02,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2000,02,MELGAR,TOLIMA,GUERRILLA,1,4.193215498,-74.60517497
2000,02,ARAUCA,ARAUCA,GUERRILLA,1,6.796280825,-70.50921153
2000,02,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2000,02,MARIA LA BAJA,BOLIVAR,GUERRILLA,1,9.976017168,-75.34380265
2000,02,TIQUISIO,BOLIVAR,GUERRILLA,1,8.492345176,-74.29676139
2000,02,ARAUCA,ARAUCA,GUERRILLA,1,6.796280825,-70.50921153
2000,02,AGUAZUL,CASANARE,GUERRILLA,1,5.126121886,-72.54821017
2000,02,NECOCLI,ANTIOQUIA,GUERRILLA,1,8.493728551,-76.67699588
2000,02,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,02,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
2000,02,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,02,ANAPOIMA,CUNDINAMARCA,GUERRILLA,1,4.559962881,-74.5256953
2000,02,ANAPOIMA,CUNDINAMARCA,GUERRILLA,1,4.559962881,-74.5256953
2000,02,ANOLAIMA,CUNDINAMARCA,GUERRILLA,1,4.789313614,-74.46194256
2000,02,SAN LUIS,ANTIOQUIA,GUERRILLA,1,6.024205956,-75.0076674
2000,02,LA UNION,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.940434685,-75.35429023
2000,02,LA UNION,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.940434685,-75.35429023
2000,02,ARGELIA,ANTIOQUIA,GUERRILLA,1,5.708114524,-75.09469795
2000,02,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,ARBELAEZ,CUNDINAMARCA,GUERRILLA,1,4.232786985,-74.39576291
2000,02,FUNDACION,MAGDALENA,GUERRILLA,1,10.45937818,-73.88406518
2000,02,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,SANTA MARTA,MAGDALENA,GUERRILLA,1,11.12189436,-73.88527855
2000,02,SANTA MARTA,MAGDALENA,GUERRILLA,1,11.12189436,-73.88527855
2000,02,AGUSTIN CODAZZI,CESAR,GUERRILLA,1,9.949215908,-73.22358244
2000,02,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,1,9.699819876,-75.15793573
2000,02,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,1,9.699819876,-75.15793573
2000,02,COCORNA,ANTIOQUIA,GUERRILLA,1,6.005593074,-75.16015403
2000,02,RIO DE ORO,CESAR,GUERRILLA,1,8.201070245,-73.48750127
2000,02,CONCORDIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.057468678,-75.90014678
2000,02,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,02,SAN JUAN DEL CESAR,LA GUAJIRA,GUERRILLA,1,10.81311496,-73.08659986
2000,02,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,02,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,02,SAN ONOFRE,SUCRE,GRUPO ARMADO NO IDENTIFICADO,1,9.814599536,-75.50522919
2000,02,RIO VIEJO,BOLIVAR,GUERRILLA,1,8.559982465,-73.90298668
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,SAN ONOFRE,SUCRE,GUERRILLA,1,9.814599536,-75.50522919
2000,02,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2000,02,BUCARAMANGA,SANTANDER,GUERRILLA,1,7.155833544,-73.11156997
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,02,EL CARMEN DE BOLIVAR,BOLIVAR,GUERRILLA,2,9.699819876,-75.15793573
2000,02,MADRID,CUNDINAMARCA,GUERRILLA,1,4.75156751,-74.2896305
2000,02,DONMATIAS,ANTIOQUIA,GUERRILLA,1,6.492403905,-75.42227687
2000,02,RIONEGRO,ANTIOQUIA,GUERRILLA,1,6.150785807,-75.41076052
2000,02,EL SANTUARIO,ANTIOQUIA,GUERRILLA,1,6.124209495,-75.25212278
2000,02,MADRID,CUNDINAMARCA,GUERRILLA,1,4.75156751,-74.2896305
2000,02,YALI,ANTIOQUIA,GRUPO PARAMILITAR,1,6.716870679,-74.75565002
2000,02,RIONEGRO,ANTIOQUIA,GUERRILLA,1,6.150785807,-75.41076052
2000,02,YALI,ANTIOQUIA,GRUPO PARAMILITAR,1,6.716870679,-74.75565002
2000,02,YALI,ANTIOQUIA,GRUPO PARAMILITAR,1,6.716870679,-74.75565002
2000,02,BETULIA,ANTIOQUIA,GUERRILLA,1,6.185783612,-75.95649246
2000,02,URRAO,ANTIOQUIA,GUERRILLA,1,6.33534134,-76.25906482
2000,02,SANTANDER DE QUILICHAO,CAUCA,GUERRILLA,1,2.984467338,-76.49873145
2000,02,CIENAGA,MAGDALENA,GUERRILLA,1,10.85754552,-74.02500493
2000,02,PENSILVANIA,CALDAS,GUERRILLA,1,5.407187836,-75.16683996
2000,02,PENSILVANIA,CALDAS,GUERRILLA,1,5.407187836,-75.16683996
2000,02,ALEJANDRIA,ANTIOQUIA,GRUPO PARAMILITAR,1,6.365534125,-75.09059702
2000,02,SAN LUIS,ANTIOQUIA,GUERRILLA,1,6.024205956,-75.0076674
2000,02,SANTA FE DE ANTIOQUIA,ANTIOQUIA,GUERRILLA,1,6.535711576,-75.90426658
2000,02,MEDELLIN,ANTIOQUIA,GUERRILLA,1,6.257590259,-75.61103107
2000,02,ABREGO,NORTE DE SANTANDER,GUERRILLA,1,8.019834481,-73.15850485
2000,02,AQUITANIA,BOYACA,GUERRILLA,1,5.437416373,-72.87149471
2000,02,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2000,03,APULO,CUNDINAMARCA,GUERRILLA,1,4.537711619,-74.59124656
2000,03,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,03,SAN BERNARDO,NARIÑO,GUERRILLA,1,1.529782485,-77.02070663
2000,03,PIVIJAY,MAGDALENA,GRUPO PARAMILITAR,1,10.43303399,-74.41251197
2000,03,TORIBIO,CAUCA,GUERRILLA,1,2.975771999,-76.20331566
2000,03,CAROLINA,ANTIOQUIA,GUERRILLA,1,6.754821442,-75.30590654
2000,03,ARACATACA,MAGDALENA,GRUPO PARAMILITAR,1,10.64490877,-73.87972257
2000,03,QUIBDO,CHOCO,GUERRILLA,1,5.7543229,-76.65015147
2000,03,TIBU,NORTE DE SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,8.713507237,-72.79925855
2000,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,03,SONSON,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.826388779,-74.83637623
2000,03,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
2000,03,CARACOLI,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.33797388,-74.73354817
2000,03,APARTADO,ANTIOQUIA,GRUPO PARAMILITAR,1,7.86047815,-76.58236264
2000,03,SAN JUAN DEL CESAR,LA GUAJIRA,GUERRILLA,1,10.81311496,-73.08659986
2000,03,VALLE DEL GUAMUEZ,PUTUMAYO,GUERRILLA,1,0.42012589,-76.77067026
2000,03,CIUDAD BOLIVAR,ANTIOQUIA,GRUPO PARAMILITAR,1,5.840995666,-76.01065253
2000,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,03,"BOGOTA, D.C.","BOGOTA, D. C.",GUERRILLA,1,4.316107698,-74.1810727
2000,03,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,03,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
2000,03,AQUITANIA,BOYACA,GUERRILLA,1,5.437416373,-72.87149471
2000,03,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
2000,03,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,03,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
2000,03,BARRANCABERMEJA,SANTANDER,GRUPO PARAMILITAR,1,7.054074558,-73.78211646
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.236329826,-75.15651272
2000,03,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GRANADA,CUNDINAMARCA,GUERRILLA,1,4.523484884,-74.33724619
2000,03,SIN INFORMACION,SIN INFORMACION,GRUPO ARMADO NO IDENTIFICADO,1,4,-72
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,VISTAHERMOSA,META,GUERRILLA,1,2.811616698,-73.66652234
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,VILLETA,CUNDINAMARCA,GUERRILLA,1,5.011670402,-74.48764746
2000,03,VILLANUEVA,LA GUAJIRA,GUERRILLA,1,10.58364755,-72.97520286
2000,03,GUATAPE,ANTIOQUIA,GUERRILLA,1,6.236329826,-75.15651272
2000,03,ABRIAQUI,ANTIOQUIA,GUERRILLA,1,6.627569378,-76.08597756
2000,03,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,2,4.323534028,-74.38859114
2000,03,RIO DE ORO,CESAR,GUERRILLA,1,8.201070245,-73.48750127
2000,03,NEIVA,HUILA,GUERRILLA,1,2.993360046,-75.27236232
2000,03,VILLAVICENCIO,META,GRUPO ARMADO NO IDENTIFICADO,1,4.09166877,-73.49291595
2000,03,SAN MARTIN DE LOBA,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,8.816088444,-74.00599967
2000,03,BELLO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.358841086,-75.58973588
2000,03,ALGECIRAS,HUILA,GUERRILLA,1,2.49785068,-75.29134946
2000,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,03,SANTIAGO DE CALI,VALLE DEL CAUCA,GUERRILLA,1,3.399043723,-76.57649259
2000,03,TOTA,BOYACA,GUERRILLA,1,5.501297215,-72.99633297
2000,03,ANZA,ANTIOQUIA,GUERRILLA,1,6.293546613,-75.91736927
2000,03,MARINILLA,ANTIOQUIA,GUERRILLA,1,6.18520515,-75.30487933
2000,03,LA CRUZ,NARIÑO,GUERRILLA,1,1.584175998,-76.92335262
2000,03,ARAUQUITA,ARAUCA,GRUPO ARMADO NO IDENTIFICADO,1,6.799338394,-71.29827429
2000,03,CURILLO,CAQUETA,GUERRILLA,1,1.115379292,-75.97328452
2000,03,CURILLO,CAQUETA,GUERRILLA,1,1.115379292,-75.97328452
2000,03,FUSAGASUGA,CUNDINAMARCA,GUERRILLA,1,4.323534028,-74.38859114
2000,03,SAN MARTIN DE LOBA,BOLIVAR,GRUPO ARMADO NO IDENTIFICADO,1,8.816088444,-74.00599967
2000,03,EL PLAYON,SANTANDER,GRUPO ARMADO NO IDENTIFICADO,1,7.524284721,-73.18158192
2000,03,SAN MARTIN DE LOBA,BOLIVAR,GUERRILLA,1,8.816088444,-74.00599967
2000,03,PELAYA,CESAR,GUERRILLA,1,8.764116734,-73.63295546
2000,03,VILLAVICENCIO,META,GUERRILLA,1,4.09166877,-73.49291595
2000,03,EL ZULIA,NORTE DE SANTANDER,GUERRILLA,1,8.081200092,-72.63152118
2000,03,LERIDA,TOLIMA,GUERRILLA,1,4.866034592,-74.92337178
2000,03,ABRIAQUI,ANTIOQUIA,GUERRILLA,1,6.627569378,-76.08597756
2000,03,AGUACHICA,CESAR,GUERRILLA,1,8.248735219,-73.6227405
2000,03,LERIDA,TOLIMA,GUERRILLA,1,4.866034592,-74.92337178
2000,03,ABRIAQUI,ANTIOQUIA,GUERRILLA,1,6.627569378,-76.08597756
2000,03,SOACHA,CUNDINAMARCA,GUERRILLA,1,4.581866267,-74.24029696
2000,03,PEQUE,ANTIOQUIA,GUERRILLA,1,7.044180058,-75.88968843
2000,03,GIRARDOTA,ANTIOQUIA,GUERRILLA,1,6.379745895,-75.44795744
2000,03,ANGOSTURA,ANTIOQUIA,GUERRILLA,1,6.861498764,-75.358316
2000,03,ROBERTO PAYAN,NARIÑO,GUERRILLA,1,1.897581156,-78.3811163
2000,03,OCAÑA,NORTE DE SANTANDER,GRUPO PARAMILITAR,1,8.206637527,-73.33765033
2000,03,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,03,TORIBIO,CAUCA,GUERRILLA,1,2.975771999,-76.20331566
2000,03,BOLIVAR,CAUCA,GRUPO ARMADO NO IDENTIFICADO,1,1.853951938,-76.96337454
2000,03,ARGELIA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,5.708114524,-75.09469795
2000,03,GRANADA,ANTIOQUIA,GUERRILLA,1,6.123380721,-75.12763646
2000,03,EL TABLON DE GOMEZ,NARIÑO,GUERRILLA,1,1.409430207,-76.98526959
2000,03,EL TABLON DE GOMEZ,NARIÑO,GUERRILLA,1,1.409430207,-76.98526959
2000,03,BARRANCABERMEJA,SANTANDER,GUERRILLA,1,7.054074558,-73.78211646
2000,03,RIO DE ORO,CESAR,GUERRILLA,1,8.201070245,-73.48750127
2000,03,RIO DE ORO,CESAR,GUERRILLA,1,8.201070245,-73.48750127
2000,03,RIO DE ORO,CESAR,GUERRILLA,1,8.201070245,-73.48750127
2000,03,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,03,QUINCHIA,RISARALDA,GUERRILLA,1,5.323906864,-75.71339683
2000,03,LA UNION,ANTIOQUIA,GUERRILLA,1,5.940434685,-75.35429023
2000,03,MAICAO,LA GUAJIRA,GUERRILLA,1,11.38157764,-72.29500818
2000,03,FOMEQUE,CUNDINAMARCA,GUERRILLA,1,4.528568462,-73.79705267
2000,03,FOMEQUE,CUNDINAMARCA,GUERRILLA,1,4.528568462,-73.79705267
2000,03,MACHETA,CUNDINAMARCA,GUERRILLA,14,5.040349198,-73.61738241
2000,03,SAN LUIS,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.024205956,-75.0076674
2000,03,ANGOSTURA,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.861498764,-75.358316
2000,03,SAN JUAN DE ARAMA,META,GUERRILLA,1,3.289851171,-73.81635243
2000,03,FRONTINO,ANTIOQUIA,GUERRILLA,1,6.691364773,-76.33199656
2000,03,GUASCA,CUNDINAMARCA,GUERRILLA,1,4.801276832,-73.84643485
2000,03,MACHETA,CUNDINAMARCA,GUERRILLA,1,5.040349198,-73.61738241
2000,03,RIONEGRO,SANTANDER,GUERRILLA,1,7.474226085,-73.37246417
2000,03,RIONEGRO,ANTIOQUIA,GRUPO ARMADO NO IDENTIFICADO,1,6.150785807,-75.41076052
2000,03,RIONEGRO,ANTIOQUIA,GUERRILLA,1,6.150785807,-75.41076052
2000,03,MACHETA,CUNDINAMARCA,GUERRILLA,1,5.040349198,-73.61738241
2000,03,RIONEGRO,ANTIOQUIA,GUERRILLA,1,6.150785807,-75.41076052
2000,03,MACHETA,CUNDINAMARCA,GUERRILLA,1,5.040349198,-73.61738241
2000,03,SONSON,ANTIOQUIA,GUERRILLA,1,5.826388779,-74.83637623
